374, 0000360338
056, 0011610230
422, 0000631450
055, 0001109394
437, 0000368621
001, 0014356671
052, 0001965224
057, 0001783320
215, 0001136298
003, 0012233489
448, 0000437794
214, 0001314654
449, 0000262498
421, 0007200556
025, 0003324389
021, 0002607421
023, 0003801540
020, 0003533609
469, 0000772316
022, 0003879064
005, 0001655124
028, 0002666249
081, 0003411895
032, 0003263740
